PassengerId,Survived,Pclass,sex_no,Age,SibSp,Parch,Fare,Em_no
804.00 ,1.00 ,3.00 ,1.00 ,0.42 ,0.00 ,1.00 ,8.52 ,0.00 
805.00 ,1.00 ,3.00 ,1.00 ,27.00 ,0.00 ,0.00 ,6.98 ,2.00 
806.00 ,0.00 ,3.00 ,1.00 ,31.00 ,0.00 ,0.00 ,7.78 ,2.00 
807.00 ,0.00 ,1.00 ,1.00 ,39.00 ,0.00 ,0.00 ,0.00 ,2.00 
808.00 ,0.00 ,3.00 ,0.00 ,18.00 ,0.00 ,0.00 ,7.78 ,2.00 
809.00 ,0.00 ,2.00 ,1.00 ,39.00 ,0.00 ,0.00 ,13.00 ,2.00 
810.00 ,1.00 ,1.00 ,0.00 ,33.00 ,1.00 ,0.00 ,53.10 ,2.00 
811.00 ,0.00 ,3.00 ,1.00 ,26.00 ,0.00 ,0.00 ,7.89 ,2.00 
812.00 ,0.00 ,3.00 ,1.00 ,39.00 ,0.00 ,0.00 ,24.15 ,2.00 
813.00 ,0.00 ,2.00 ,1.00 ,35.00 ,0.00 ,0.00 ,10.50 ,2.00 
814.00 ,0.00 ,3.00 ,0.00 ,6.00 ,4.00 ,2.00 ,31.28 ,2.00 
815.00 ,0.00 ,3.00 ,1.00 ,30.50 ,0.00 ,0.00 ,8.05 ,2.00 
816.00 ,0.00 ,1.00 ,1.00 ,,0.00 ,0.00 ,0.00 ,2.00 
817.00 ,0.00 ,3.00 ,0.00 ,23.00 ,0.00 ,0.00 ,7.93 ,2.00 
818.00 ,0.00 ,2.00 ,1.00 ,31.00 ,1.00 ,1.00 ,37.00 ,0.00 
819.00 ,0.00 ,3.00 ,1.00 ,43.00 ,0.00 ,0.00 ,6.45 ,2.00 
820.00 ,0.00 ,3.00 ,1.00 ,10.00 ,3.00 ,2.00 ,27.90 ,2.00 
821.00 ,1.00 ,1.00 ,0.00 ,52.00 ,1.00 ,1.00 ,93.50 ,2.00 
822.00 ,1.00 ,3.00 ,1.00 ,27.00 ,0.00 ,0.00 ,8.66 ,2.00 
823.00 ,0.00 ,1.00 ,1.00 ,38.00 ,0.00 ,0.00 ,0.00 ,2.00 
824.00 ,1.00 ,3.00 ,0.00 ,27.00 ,0.00 ,1.00 ,12.48 ,2.00 
825.00 ,0.00 ,3.00 ,1.00 ,2.00 ,4.00 ,1.00 ,39.69 ,2.00 
826.00 ,0.00 ,3.00 ,1.00 ,,0.00 ,0.00 ,6.95 ,1.00 
827.00 ,0.00 ,3.00 ,1.00 ,,0.00 ,0.00 ,56.50 ,2.00 
828.00 ,1.00 ,2.00 ,1.00 ,1.00 ,0.00 ,2.00 ,37.00 ,0.00 
829.00 ,1.00 ,3.00 ,1.00 ,,0.00 ,0.00 ,7.75 ,1.00 
830.00 ,1.00 ,1.00 ,0.00 ,62.00 ,0.00 ,0.00 ,80.00 ,
831.00 ,1.00 ,3.00 ,0.00 ,15.00 ,1.00 ,0.00 ,14.45 ,0.00 
832.00 ,1.00 ,2.00 ,1.00 ,0.83 ,1.00 ,1.00 ,18.75 ,2.00 
833.00 ,0.00 ,3.00 ,1.00 ,,0.00 ,0.00 ,7.23 ,0.00 
834.00 ,0.00 ,3.00 ,1.00 ,23.00 ,0.00 ,0.00 ,7.85 ,2.00 
835.00 ,0.00 ,3.00 ,1.00 ,18.00 ,0.00 ,0.00 ,8.30 ,2.00 
836.00 ,1.00 ,1.00 ,0.00 ,39.00 ,1.00 ,1.00 ,83.16 ,0.00 
837.00 ,0.00 ,3.00 ,1.00 ,21.00 ,0.00 ,0.00 ,8.66 ,2.00 
838.00 ,0.00 ,3.00 ,1.00 ,,0.00 ,0.00 ,8.05 ,2.00 
839.00 ,1.00 ,3.00 ,1.00 ,32.00 ,0.00 ,0.00 ,56.50 ,2.00 
840.00 ,1.00 ,1.00 ,1.00 ,,0.00 ,0.00 ,29.70 ,0.00 
841.00 ,0.00 ,3.00 ,1.00 ,20.00 ,0.00 ,0.00 ,7.93 ,2.00 
842.00 ,0.00 ,2.00 ,1.00 ,16.00 ,0.00 ,0.00 ,10.50 ,2.00 
843.00 ,1.00 ,1.00 ,0.00 ,30.00 ,0.00 ,0.00 ,31.00 ,0.00 
844.00 ,0.00 ,3.00 ,1.00 ,34.50 ,0.00 ,0.00 ,6.44 ,0.00 
845.00 ,0.00 ,3.00 ,1.00 ,17.00 ,0.00 ,0.00 ,8.66 ,2.00 
846.00 ,0.00 ,3.00 ,1.00 ,42.00 ,0.00 ,0.00 ,7.55 ,2.00 
847.00 ,0.00 ,3.00 ,1.00 ,,8.00 ,2.00 ,69.55 ,2.00 
848.00 ,0.00 ,3.00 ,1.00 ,35.00 ,0.00 ,0.00 ,7.90 ,0.00 
849.00 ,0.00 ,2.00 ,1.00 ,28.00 ,0.00 ,1.00 ,33.00 ,2.00 
850.00 ,1.00 ,1.00 ,0.00 ,,1.00 ,0.00 ,89.10 ,0.00 
851.00 ,0.00 ,3.00 ,1.00 ,4.00 ,4.00 ,2.00 ,31.28 ,2.00 
852.00 ,0.00 ,3.00 ,1.00 ,74.00 ,0.00 ,0.00 ,7.78 ,2.00 
853.00 ,0.00 ,3.00 ,0.00 ,9.00 ,1.00 ,1.00 ,15.25 ,0.00 
854.00 ,1.00 ,1.00 ,0.00 ,16.00 ,0.00 ,1.00 ,39.40 ,2.00 
855.00 ,0.00 ,2.00 ,0.00 ,44.00 ,1.00 ,0.00 ,26.00 ,2.00 
856.00 ,1.00 ,3.00 ,0.00 ,18.00 ,0.00 ,1.00 ,9.35 ,2.00 
857.00 ,1.00 ,1.00 ,0.00 ,45.00 ,1.00 ,1.00 ,164.87 ,2.00 
858.00 ,1.00 ,1.00 ,1.00 ,51.00 ,0.00 ,0.00 ,26.55 ,2.00 
859.00 ,1.00 ,3.00 ,0.00 ,24.00 ,0.00 ,3.00 ,19.26 ,0.00 
860.00 ,0.00 ,3.00 ,1.00 ,,0.00 ,0.00 ,7.23 ,0.00 
861.00 ,0.00 ,3.00 ,1.00 ,41.00 ,2.00 ,0.00 ,14.11 ,2.00 
862.00 ,0.00 ,2.00 ,1.00 ,21.00 ,1.00 ,0.00 ,11.50 ,2.00 
863.00 ,1.00 ,1.00 ,0.00 ,48.00 ,0.00 ,0.00 ,25.93 ,2.00 
864.00 ,0.00 ,3.00 ,0.00 ,,8.00 ,2.00 ,69.55 ,2.00 
865.00 ,0.00 ,2.00 ,1.00 ,24.00 ,0.00 ,0.00 ,13.00 ,2.00 
866.00 ,1.00 ,2.00 ,0.00 ,42.00 ,0.00 ,0.00 ,13.00 ,2.00 
867.00 ,1.00 ,2.00 ,0.00 ,27.00 ,1.00 ,0.00 ,13.86 ,0.00 
868.00 ,0.00 ,1.00 ,1.00 ,31.00 ,0.00 ,0.00 ,50.50 ,2.00 
869.00 ,0.00 ,3.00 ,1.00 ,,0.00 ,0.00 ,9.50 ,2.00 
870.00 ,1.00 ,3.00 ,1.00 ,4.00 ,1.00 ,1.00 ,11.13 ,2.00 
871.00 ,0.00 ,3.00 ,1.00 ,26.00 ,0.00 ,0.00 ,7.90 ,2.00 
872.00 ,1.00 ,1.00 ,0.00 ,47.00 ,1.00 ,1.00 ,52.55 ,2.00 
873.00 ,0.00 ,1.00 ,1.00 ,33.00 ,0.00 ,0.00 ,5.00 ,2.00 
874.00 ,0.00 ,3.00 ,1.00 ,47.00 ,0.00 ,0.00 ,9.00 ,2.00 
875.00 ,1.00 ,2.00 ,0.00 ,28.00 ,1.00 ,0.00 ,24.00 ,0.00 
876.00 ,1.00 ,3.00 ,0.00 ,15.00 ,0.00 ,0.00 ,7.23 ,0.00 
877.00 ,0.00 ,3.00 ,1.00 ,20.00 ,0.00 ,0.00 ,9.85 ,2.00 
878.00 ,0.00 ,3.00 ,1.00 ,19.00 ,0.00 ,0.00 ,7.90 ,2.00 
879.00 ,0.00 ,3.00 ,1.00 ,,0.00 ,0.00 ,7.90 ,2.00 
880.00 ,1.00 ,1.00 ,0.00 ,56.00 ,0.00 ,1.00 ,83.16 ,0.00 
881.00 ,1.00 ,2.00 ,0.00 ,25.00 ,0.00 ,1.00 ,26.00 ,2.00 
882.00 ,0.00 ,3.00 ,1.00 ,33.00 ,0.00 ,0.00 ,7.90 ,2.00 
883.00 ,0.00 ,3.00 ,0.00 ,22.00 ,0.00 ,0.00 ,10.52 ,2.00 
884.00 ,0.00 ,2.00 ,1.00 ,28.00 ,0.00 ,0.00 ,10.50 ,2.00 
885.00 ,0.00 ,3.00 ,1.00 ,25.00 ,0.00 ,0.00 ,7.05 ,2.00 
886.00 ,0.00 ,3.00 ,0.00 ,39.00 ,0.00 ,5.00 ,29.13 ,1.00 
887.00 ,0.00 ,2.00 ,1.00 ,27.00 ,0.00 ,0.00 ,13.00 ,2.00 
888.00 ,1.00 ,1.00 ,0.00 ,19.00 ,0.00 ,0.00 ,30.00 ,2.00 
889.00 ,0.00 ,3.00 ,0.00 ,,1.00 ,2.00 ,23.45 ,2.00 
890.00 ,1.00 ,1.00 ,1.00 ,26.00 ,0.00 ,0.00 ,30.00 ,0.00 
891.00 ,0.00 ,3.00 ,1.00 ,32.00 ,0.00 ,0.00 ,7.75 ,1.00 
